record_id,farmer_id,county,sub_county,farm_area_ha,crop_primary,crop_secondary,rain_mm_gs,eo_ndvi_gs,irrigated,soil_quality_index,input_cost_kes,sales_kes,yield_t_ha,mpesa_txn_count_90d,mpesa_inflow_kes_90d,prior_default,processor_contract,insured,agritech_score,gov_subsidy,loan_amount_kes,tenor_months,interest_rate_pct,climate_risk_index,risk_score_internal,default_or_claim,split
rec_0000330,farmer_0513619,West Pokot,,0.507,millet,sugarcane,1124.7,0.341,False,0.406,27578.0,21126.0,1.395,47,0,True,True,False,0.363,True,80018.0,18,13.43,0.895,0.81,False,train
rec_0000331,farmer_0511239,Meru,,3.634,coffee,,707.9,0.467,False,0.695,139611.0,378772.0,1.164,50,60240.0,False,False,True,0.408,False,162006.0,12,22.54,0.49,0.315,False,train
rec_0000332,farmer_0995752,Busia,,2.902,dairy-fodder,,746.7,0.552,False,0.633,101351.0,1101326.0,14.763,24,47320.0,True,True,True,0.563,False,407284.0,3,20.66,0.693,0.227,False,train
rec_0000333,farmer_0866253,Kwale,,2.774,maize,,1416.5,0.744,False,0.705,97425.0,385776.0,4.0,66,90934.0,False,False,False,0.674,False,196311.0,6,21.47,0.136,0.177,False,train
rec_0000334,farmer_1646141,Kisii,,2.786,tea,,718.7,0.52,True,0.511,105885.0,471493.0,2.199,63,0,False,True,True,0.876,False,202517.0,18,23.8,0.307,0.212,False,train
rec_0000335,farmer_1403624,Narok,,0.856,horticulture,,1108.2,0.698,True,0.695,44466.0,1082120.0,18.028,30,276788.0,False,False,False,0.762,False,412427.0,9,11.37,0.28,0.158,False,train
rec_0000336,farmer_0041527,Taita-Taveta,,0.615,rice,wheat,525.8,0.7,False,0.797,25761.0,93883.0,3.392,56,42913.0,False,False,False,0.571,False,90267.0,9,23.19,0.246,0.446,False,train
rec_0000337,farmer_0338076,Marsabit,,1.128,sugarcane,,1175.0,0.752,True,0.802,29275.0,372421.0,74.565,77,57499.0,True,True,True,0.533,False,173878.0,6,9.67,0.018,0.347,False,test
rec_0000338,farmer_1228158,Kiambu,,2.816,sorghum,,954.2,0.395,True,0.584,112442.0,189149.0,1.946,28,145416.0,False,False,False,0.413,False,63094.0,18,15.32,0.947,0.455,False,train
rec_0000339,farmer_1044688,Homa Bay,,1.27,beans,beans,690.2,0.567,False,0.468,39698.0,98354.0,1.333,65,118823.0,False,True,False,0.579,False,10000,24,11.24,0.513,0.403,False,train
rec_0000340,farmer_0528934,Laikipia,,2.08,millet,,1371.4,0.438,True,0.445,82557.0,103533.0,1.828,39,128086.0,False,False,False,0.471,False,23291.0,3,15.28,0.82,0.369,False,train
rec_0000341,farmer_1760640,Machakos,,2.982,coffee,,646.5,0.651,False,0.458,104095.0,437467.0,1.597,80,5864.0,False,False,False,0.517,False,157931.0,3,16.57,0.323,0.18,False,train
rec_0000342,farmer_1681532,Makueni,,1.949,wheat,,809.1,0.66,False,0.688,71621.0,261747.0,3.096,23,107008.0,False,True,False,0.665,False,80146.0,6,17.04,0.654,0.221,False,train
rec_0000343,farmer_0612829,Samburu,,0.664,maize,wheat,1220.6,0.62,False,0.572,27651.0,89115.0,3.841,3,0,False,True,False,0.813,True,82625.0,6,18.28,0.415,0.327,False,train
rec_0000344,farmer_1770292,Homa Bay,,2.011,sugarcane,,750.8,0.661,False,0.524,71317.0,458159.0,63.461,58,87907.0,False,False,False,0.633,True,186482.0,6,17.48,0.513,0.222,False,train
rec_0000345,farmer_0489687,Trans Nzoia,,2.513,sorghum,,1158.7,0.797,False,0.581,96708.0,187676.0,2.238,31,175907.0,False,False,False,0.772,True,114563.0,24,14.6,0.212,0.275,False,test
rec_0000346,farmer_0017273,Bungoma,,1.134,dairy-fodder,,744.7,0.515,False,0.617,43469.0,465967.0,17.107,34,369627.0,False,True,False,0.775,True,172566.0,18,10.94,0.753,0.297,False,train
rec_0000347,farmer_0656477,Baringo,,5.031,maize,horticulture,1344.9,0.736,True,0.655,177706.0,691669.0,3.851,54,178519.0,False,False,True,0.545,False,262008.0,18,14.91,0.155,0.149,False,train
rec_0000348,farmer_0844233,Kirinyaga,,2.514,horticulture,,743.0,0.731,False,0.753,63968.0,2515574.0,15.443,83,162374.0,False,True,False,0.821,False,888860.0,3,17.15,0.163,0.014,False,train
rec_0000349,farmer_1156046,Samburu,,0.483,rice,beans,1553.1,0.49,True,0.395,1793.0,80353.0,3.654,27,198110.0,False,False,False,0.523,False,20207.0,18,24.96,0.415,0.603,False,train
rec_0000350,farmer_1187775,Tharaka-Nithi,,0.751,dairy-fodder,,834.3,0.807,False,0.608,28086.0,359765.0,19.34,39,165905.0,False,False,False,0.413,False,143987.0,24,22.15,0.193,0.461,False,train
rec_0000351,farmer_0174184,Nyamira,,1.176,coffee,,693.6,0.334,False,0.486,38973.0,119618.0,1.204,58,153776.0,False,False,True,0.594,False,80465.0,12,18.26,0.966,0.519,False,train
rec_0000352,farmer_1441966,Nyamira,,0.954,millet,maize,556.3,0.299,False,0.527,33049.0,31272.0,1.088,82,72458.0,False,False,False,0.336,False,33395.0,18,13.74,0.966,0.645,False,test
rec_0000353,farmer_1301576,West Pokot,,1.454,horticulture,,867.3,0.397,True,0.763,62269.0,1603280.0,14.055,10,22749.0,False,True,False,0.618,False,574861.0,9,17.79,0.895,0.128,False,train
rec_0000354,farmer_0139052,Marsabit,,0.709,millet,coffee,1607.9,0.726,False,0.557,57699.0,31241.0,1.703,89,195811.0,False,True,True,0.716,True,27684.0,12,23.79,0.018,0.382,False,train
rec_0000355,farmer_1956315,Embu,,2.958,sorghum,horticulture,760.8,0.558,False,0.581,105156.0,148512.0,1.642,29,44224.0,False,False,False,0.511,False,128702.0,9,17.56,0.567,0.305,False,train
rec_0000356,farmer_0433408,Meru,,1.583,maize,maize,1058.5,0.55,False,0.587,89033.0,204728.0,3.704,86,191839.0,False,False,False,0.561,True,86020.0,9,19.94,0.49,0.39,False,test
rec_0000357,farmer_0168713,Meru,,1.883,millet,dairy-fodder,1056.0,0.493,True,0.591,65811.0,106203.0,1.794,30,152072.0,False,True,True,0.557,False,89677.0,12,14.76,0.49,0.314,False,test
rec_0000358,farmer_0360097,Isiolo,,3.347,dairy-fodder,,615.1,0.661,False,0.57,117446.0,983109.0,11.313,59,158255.0,False,True,False,0.667,False,355640.0,3,16.03,0.33,0.076,False,train
rec_0000359,farmer_0359755,Busia,,2.407,potato,rice,507.0,0.595,True,0.525,62794.0,1094396.0,21.159,36,90710.0,False,True,True,0.544,False,404710.0,18,18.72,0.693,0.15,False,train
rec_0000360,farmer_0352794,Siaya,,1.795,coffee,potato,943.5,0.523,False,0.505,66051.0,185579.0,1.337,62,197459.0,False,False,False,0.529,False,182740.0,6,12.37,0.689,0.327,False,train
rec_0000361,farmer_0023937,Nakuru,,1.904,maize,,566.9,0.4,False,0.499,72230.0,159896.0,2.33,51,199936.0,False,False,True,0.404,False,49987.0,9,22.34,0.949,0.474,False,test
rec_0000362,farmer_0111340,Uasin Gishu,,1.097,maize,,1188.1,0.499,False,0.642,27003.0,136050.0,3.502,51,38815.0,True,False,False,0.491,False,50782.0,24,17.34,0.781,0.756,True,train
rec_0000363,farmer_1133594,Tana River,,2.196,horticulture,,1195.4,0.866,False,0.514,90503.0,3078020.0,18.144,47,175901.0,False,True,False,0.522,False,1114984.0,3,22.34,0.129,0.012,False,train
rec_0000364,farmer_1980731,Uasin Gishu,,2.407,horticulture,,1374.6,0.324,False,0.523,83827.0,2129293.0,14.865,54,0,False,True,False,0.78,False,726387.0,18,16.6,0.781,0.068,False,train
rec_0000365,farmer_1120174,Turkana,,1.779,maize,coffee,918.3,0.845,False,0.672,64624.0,240851.0,3.883,23,220491.0,False,False,False,0.544,False,159428.0,9,21.33,0.094,0.253,False,train
rec_0000366,farmer_1961361,Nyamira,,3.339,maize,maize,688.0,0.359,True,0.647,121925.0,230086.0,1.942,81,70378.0,False,False,False,0.412,False,141163.0,6,18.36,0.966,0.358,False,train
rec_0000367,farmer_1898031,Migori,,2.775,coffee,,1235.2,0.692,False,0.612,93314.0,395432.0,1.624,42,131257.0,False,False,True,0.468,False,128920.0,6,16.2,0.263,0.198,False,train
rec_0000368,farmer_1658924,Kitui,,3.664,beans,horticulture,764.8,0.803,False,0.758,95491.0,323862.0,1.539,24,171031.0,False,False,True,0.761,False,192474.0,18,21.27,0.052,0.175,False,train
rec_0000369,farmer_0016002,Nyamira,,1.05,sorghum,,523.2,0.335,False,0.537,57935.0,55451.0,1.571,18,132521.0,False,False,False,0.639,False,25475.0,18,17.15,0.966,0.599,False,train
rec_0000370,farmer_0356211,Meru,,1.705,millet,beans,1068.1,0.565,False,0.571,50775.0,103936.0,1.918,34,130638.0,False,False,False,0.595,False,81092.0,3,20.63,0.49,0.319,False,test
rec_0000371,farmer_1756237,Kisumu,,0.993,potato,,806.5,0.667,True,0.618,44794.0,412524.0,19.027,72,54081.0,False,True,False,0.741,False,221669.0,3,23.68,0.467,0.242,False,test
rec_0000372,farmer_0617333,Machakos,,1.632,sorghum,,746.1,0.522,True,0.533,39330.0,81584.0,1.773,15,191295.0,False,True,False,0.609,False,61127.0,12,20.21,0.323,0.314,False,test
rec_0000373,farmer_1079011,Mombasa,,1.164,tea,beans,1409.2,0.619,True,0.53,67366.0,287857.0,2.931,4,344772.0,False,False,False,0.421,False,91219.0,24,16.92,0.12,0.467,True,test
rec_0000374,farmer_1780842,West Pokot,,1.241,tea,potato,884.4,0.398,False,0.455,42985.0,258667.0,2.377,67,165209.0,False,False,False,0.416,False,119480.0,6,19.31,0.895,0.454,False,train
rec_0000375,farmer_1947552,Vihiga,,0.493,maize,,437.1,0.449,False,0.496,18688.0,34616.0,1.855,12,230527.0,False,False,False,0.441,False,22880.0,9,18.66,0.855,0.602,False,train
rec_0000376,farmer_0423487,Trans Nzoia,,2.323,maize,beans,1143.8,0.754,False,0.567,87989.0,262143.0,3.438,40,204026.0,False,False,True,0.435,False,153574.0,18,21.14,0.212,0.323,False,train
rec_0000377,farmer_1651680,Migori,,1.033,rice,,1418.3,0.771,True,0.582,16837.0,211404.0,4.5,48,126724.0,False,False,False,0.665,False,123372.0,12,18.21,0.263,0.31,False,train
rec_0000378,farmer_1364004,Narok,,1.076,coffee,rice,1384.0,0.655,False,0.599,36665.0,171635.0,1.853,36,57288.0,False,False,False,0.436,True,83876.0,9,19.55,0.28,0.387,False,train
rec_0000379,farmer_1798956,Tana River,,1.582,beans,,1433.6,0.886,True,0.716,28725.0,166657.0,1.8,67,127957.0,False,False,False,0.649,False,91233.0,6,18.24,0.129,0.21,False,train
rec_0000380,farmer_1852795,Mombasa,,2.951,potato,,949.0,0.673,False,0.601,118036.0,1185302.0,18.162,23,105170.0,False,False,False,0.641,False,461232.0,18,16.92,0.12,0.124,False,train
rec_0000381,farmer_1557296,Laikipia,,1.105,sorghum,maize,1484.9,0.372,False,0.539,41598.0,73411.0,2.318,44,0,False,False,False,0.54,True,73576.0,3,15.81,0.82,0.452,False,train
rec_0000382,farmer_0376747,Makueni,,2.94,maize,,1287.2,0.597,False,0.485,103064.0,380220.0,3.61,38,160782.0,False,True,False,0.418,False,264305.0,6,20.54,0.654,0.22,False,train
rec_0000383,farmer_0646715,Mandera,,0.609,tea,,994.5,0.639,True,0.734,8917.0,140184.0,3.0,52,286107.0,False,True,False,0.536,False,43474.0,6,14.48,0.234,0.32,False,train
rec_0000384,farmer_1779075,Isiolo,,0.742,dairy-fodder,,612.4,0.719,True,0.598,3931.0,255340.0,14.367,41,295854.0,True,False,False,0.732,False,112321.0,18,16.32,0.33,0.587,False,train
rec_0000385,farmer_1728242,Isiolo,,1.038,horticulture,,639.8,0.673,False,0.352,10183.0,1130006.0,14.159,62,172144.0,False,True,False,0.743,False,399231.0,18,25.68,0.33,0.166,False,train
rec_0000386,farmer_1976791,Kirinyaga,,6.214,millet,maize,699.3,0.826,False,0.595,219090.0,355511.0,1.739,48,220905.0,False,False,True,0.605,False,203113.0,3,17.45,0.163,0.121,False,train
rec_0000387,farmer_0711277,Kilifi,,1.065,sorghum,,685.7,0.621,False,0.647,66167.0,52775.0,1.552,43,129774.0,False,True,False,0.793,False,64628.0,9,18.58,0.634,0.355,False,train
rec_0000388,farmer_0485491,Vihiga,,0.323,maize,,534.7,0.393,False,0.524,1902.0,18929.0,1.836,64,3392.0,False,True,False,0.372,False,10000,6,20.6,0.855,0.58,False,train
rec_0000389,farmer_1771961,Kajiado,,1.407,sugarcane,,1355.0,0.526,False,0.543,65976.0,430964.0,75.102,52,113028.0,False,True,False,0.352,True,204701.0,3,21.03,0.736,0.311,False,train
rec_0000390,farmer_1807244,Homa Bay,,1.865,maize,,703.5,0.52,False,0.527,60450.0,161937.0,2.686,62,25662.0,False,False,True,0.609,False,80203.0,12,14.25,0.513,0.338,False,train
rec_0000391,farmer_1881478,Kilifi,,1.687,wheat,,880.9,0.629,False,0.649,77081.0,235244.0,3.321,18,200253.0,False,False,False,0.586,False,133150.0,12,20.07,0.634,0.372,False,train
rec_0000392,farmer_0205658,Nyandarua,,1.08,maize,,1112.0,0.678,False,0.74,29397.0,147779.0,3.457,20,150164.0,False,False,False,0.597,False,84727.0,3,20.6,0.365,0.323,False,train
rec_0000393,farmer_1068747,Garissa,,0.999,wheat,,852.1,0.319,True,0.599,45907.0,111318.0,2.666,44,104627.0,False,False,False,0.652,False,114382.0,9,17.6,0.91,0.515,False,train
rec_0000394,farmer_0975369,Baringo,,2.999,maize,millet,1214.6,0.799,False,0.444,102483.0,450246.0,3.924,28,14424.0,False,False,True,0.847,False,256934.0,3,19.64,0.155,0.124,False,train
rec_0000395,farmer_0746643,Turkana,,1.086,tea,maize,1149.2,0.782,False,0.748,19670.0,238357.0,2.938,79,0,False,True,False,0.577,False,92581.0,12,17.94,0.094,0.248,False,train
rec_0000396,farmer_1990733,Nakuru,,1.484,coffee,maize,654.3,0.33,False,0.492,51109.0,177474.0,1.288,86,0,False,True,False,0.787,False,45095.0,18,22.35,0.949,0.44,False,test
rec_0000397,farmer_1506564,Vihiga,,0.663,beans,potato,576.3,0.501,False,0.596,12046.0,32949.0,0.974,31,243766.0,False,True,False,0.487,False,10000,18,19.17,0.855,0.549,False,train
rec_0000398,farmer_0613755,Tana River,,2.872,dairy-fodder,,1349.3,0.827,False,0.672,101965.0,1624451.0,20.0,34,0,True,False,False,0.567,False,581525.0,6,24.6,0.129,0.139,False,test
rec_0000399,farmer_0013065,West Pokot,,1.153,beans,,1084.0,0.291,False,0.301,15669.0,105896.0,1.35,41,30915.0,False,False,False,0.631,False,66968.0,12,12.5,0.895,0.47,False,train
rec_0000400,farmer_0486808,Taita-Taveta,,0.597,coffee,,746.6,0.583,True,0.596,18689.0,86961.0,1.559,40,0,False,False,True,0.485,True,53540.0,9,15.26,0.246,0.451,False,train
rec_0000401,farmer_1532935,Baringo,,2.161,tea,millet,1166.0,0.721,False,0.378,65910.0,532004.0,3.0,24,164899.0,False,True,False,0.44,False,197936.0,6,10.13,0.155,0.136,True,test
rec_0000402,farmer_1593883,Nakuru,,1.741,millet,,540.3,0.309,False,0.412,55318.0,54985.0,1.098,18,122837.0,False,False,False,0.844,False,58735.0,12,16.55,0.949,0.429,False,train
rec_0000403,farmer_1226995,Isiolo,,1.096,beans,,536.5,0.693,False,0.594,25986.0,92969.0,1.324,61,90767.0,False,False,False,0.558,True,10000,6,19.45,0.33,0.345,False,test
rec_0000404,farmer_1935268,Tharaka-Nithi,,1.283,sorghum,maize,532.2,0.664,True,0.515,49043.0,66110.0,1.826,43,130566.0,False,False,False,0.516,False,10000,6,22.91,0.193,0.367,False,train
rec_0000405,farmer_1879657,Busia,,0.817,horticulture,,510.2,0.332,True,0.566,27962.0,648445.0,10.096,36,16792.0,False,True,True,0.646,False,263460.0,3,16.08,0.693,0.272,False,train
rec_0000406,farmer_0145280,Isiolo,,0.733,maize,sugarcane,411.7,0.672,False,0.657,19208.0,62647.0,2.495,85,147782.0,False,False,True,0.469,False,10000,9,17.35,0.33,0.433,True,train
rec_0000407,farmer_1415415,Kisumu,,1.389,maize,,967.3,0.609,False,0.665,42381.0,153472.0,3.289,55,87747.0,False,True,True,0.629,True,67181.0,18,24.68,0.467,0.376,False,test
rec_0000408,farmer_1977727,Nakuru,,2.694,sorghum,beans,619.2,0.492,False,0.515,105588.0,136100.0,1.391,35,85869.0,False,False,False,0.612,False,34808.0,18,16.99,0.949,0.416,False,train
rec_0000409,farmer_1672352,Busia,,1.695,coffee,dairy-fodder,635.5,0.547,False,0.516,69622.0,171758.0,1.27,28,204822.0,False,False,False,0.461,True,42970.0,18,16.22,0.693,0.452,False,train
rec_0000410,farmer_0140601,Kajiado,,0.421,maize,,1254.9,0.496,False,0.501,11471.0,42142.0,3.074,52,95522.0,False,False,False,0.653,False,48088.0,3,15.0,0.736,0.481,False,train
rec_0000411,farmer_0681868,Embu,,0.615,rice,,744.0,0.499,False,0.669,44742.0,76033.0,3.049,44,131571.0,False,True,True,0.717,False,10000,18,17.16,0.567,0.495,False,test
rec_0000412,farmer_0429117,Machakos,,2.078,maize,,569.1,0.695,False,0.554,66344.0,212250.0,2.593,29,126361.0,False,False,False,0.477,False,59529.0,12,14.49,0.323,0.284,False,train
rec_0000413,farmer_1580882,Machakos,,1.107,wheat,dairy-fodder,743.4,0.67,False,0.673,29565.0,112093.0,2.877,42,70807.0,False,False,False,0.357,False,136091.0,18,21.63,0.323,0.481,False,train
rec_0000414,farmer_0361816,Kakamega,,2.63,sorghum,sugarcane,780.8,0.231,False,0.544,100180.0,119173.0,1.464,67,53356.0,True,False,False,0.501,False,20833.0,3,16.28,0.958,0.617,False,train
rec_0000415,farmer_1127178,Kirinyaga,,1.09,maize,,660.9,0.824,False,0.494,30999.0,132708.0,3.313,13,37150.0,False,False,False,0.775,False,91898.0,9,20.67,0.163,0.286,False,train
rec_0000416,farmer_0765506,Nakuru,,1.412,rice,,670.7,0.441,False,0.418,61814.0,162740.0,2.347,39,92680.0,False,False,False,0.457,False,10000,18,22.07,0.949,0.561,False,train
rec_0000417,farmer_0715553,Turkana,,2.033,maize,,1040.7,0.819,False,0.751,82235.0,252117.0,3.392,27,116572.0,False,False,False,0.484,False,176097.0,12,20.07,0.094,0.271,False,train
rec_0000418,farmer_1597665,Uasin Gishu,,2.149,maize,beans,1430.5,0.481,False,0.556,65001.0,250767.0,3.373,53,314771.0,True,False,False,0.459,True,160719.0,3,12.89,0.781,0.506,False,train
rec_0000419,farmer_0998755,Makueni,,1.479,dairy-fodder,beans,1198.9,0.564,True,0.557,46252.0,845379.0,20.0,30,24841.0,False,True,False,0.566,False,278053.0,3,8.99,0.654,0.141,False,train
rec_0000420,farmer_0646133,Trans Nzoia,,2.73,maize,beans,1386.1,0.74,True,0.659,96944.0,330919.0,3.87,102,158270.0,False,False,False,0.56,False,152623.0,9,17.85,0.212,0.21,False,test
rec_0000421,farmer_1311107,Nyandarua,,3.184,tea,,1227.8,0.515,False,0.611,105460.0,665085.0,2.683,17,146689.0,False,True,False,0.602,False,271412.0,3,20.48,0.365,0.132,False,test
rec_0000422,farmer_1681552,Uasin Gishu,,0.999,maize,,1206.6,0.353,False,0.677,28167.0,129723.0,3.638,30,109637.0,False,False,True,0.417,False,81957.0,9,23.72,0.781,0.549,True,train
rec_0000423,farmer_0859467,Murang'a,,0.555,rice,maize,794.8,0.577,False,0.538,7747.0,87263.0,3.284,36,44124.0,False,False,False,0.536,True,91175.0,18,23.58,0.827,0.602,False,train
rec_0000424,farmer_0530251,Kisii,,2.193,horticulture,,824.2,0.65,True,0.63,45217.0,2513237.0,16.136,47,16139.0,False,False,False,0.555,True,947575.0,24,15.27,0.307,0.047,False,train
rec_0000425,farmer_0161748,Kisumu,,0.476,horticulture,wheat,1028.0,0.506,False,0.627,16539.0,483688.0,16.96,22,81999.0,False,False,False,0.416,False,278564.0,6,18.68,0.467,0.424,False,train
rec_0000426,farmer_1488661,Isiolo,,0.81,maize,,458.5,0.57,False,0.492,34047.0,71645.0,2.657,34,114631.0,False,False,False,0.745,False,53033.0,18,16.73,0.33,0.465,False,train
rec_0000427,farmer_1720098,Garissa,,0.507,maize,maize,605.1,0.46,False,0.54,47582.0,45071.0,2.763,45,156906.0,False,False,False,0.517,False,25986.0,9,25.61,0.91,0.645,False,train
rec_0000428,farmer_0852191,Lamu,,1.012,wheat,,1179.9,0.567,False,0.479,40906.0,124577.0,2.871,40,113570.0,True,True,False,0.496,False,51202.0,3,20.23,0.314,0.546,False,train
rec_0000429,farmer_1307405,Kakamega,,1.554,rice,,721.3,0.327,True,0.49,65787.0,263449.0,3.294,80,113341.0,True,False,False,0.455,False,125926.0,24,19.83,0.958,0.776,False,train
rec_0000430,farmer_1190960,Baringo,,2.307,sorghum,,1357.8,0.816,True,0.669,77821.0,179480.0,2.5,44,47018.0,False,True,False,0.506,False,22665.0,24,17.77,0.155,0.274,False,train
rec_0000431,farmer_1153394,Mombasa,,1.815,maize,rice,1360.5,0.712,False,0.376,80627.0,266980.0,4.0,27,0,False,True,False,0.633,False,64891.0,24,16.56,0.12,0.29,False,train
rec_0000432,farmer_1929650,Kitui,,2.574,rice,,780.1,0.852,False,0.763,79168.0,426264.0,3.994,62,140840.0,False,True,False,0.851,False,167515.0,6,16.26,0.052,0.098,False,train
rec_0000433,farmer_1187846,Busia,,1.212,maize,,635.8,0.455,False,0.433,43382.0,96339.0,2.379,18,158482.0,False,False,True,0.445,False,60287.0,24,19.8,0.693,0.59,True,train
rec_0000434,farmer_0735259,Tana River,,4.049,horticulture,,1596.2,0.78,True,0.677,120757.0,6378986.0,20.0,72,297031.0,False,False,False,0.751,False,2274410.0,12,12.46,0.129,0.0,False,train
rec_0000435,farmer_0512466,Marsabit,,1.139,tea,,1447.0,0.807,False,0.611,41620.0,294757.0,3.0,69,106789.0,False,False,False,0.521,False,195952.0,9,19.26,0.018,0.283,False,train
rec_0000436,farmer_0674862,Nakuru,,2.17,beans,maize,568.6,0.377,False,0.441,62723.0,128089.0,0.966,91,23020.0,False,True,False,0.635,False,74753.0,9,11.84,0.949,0.302,False,train
rec_0000437,farmer_0869902,Bungoma,,3.212,sorghum,rice,1057.3,0.502,False,0.681,108317.0,204731.0,2.083,12,66718.0,False,False,False,0.869,False,45629.0,9,20.79,0.753,0.262,False,train
rec_0000438,farmer_0370346,Kwale,,1.224,potato,,1102.5,0.752,True,0.581,43677.0,640250.0,21.454,32,72077.0,False,False,False,0.804,True,235204.0,18,16.02,0.136,0.224,False,train
rec_0000439,farmer_0654484,Nyeri,,3.536,wheat,tea,1160.2,0.701,False,0.689,107362.0,467032.0,3.5,47,349004.0,False,False,False,0.567,True,138627.0,24,20.19,0.26,0.246,False,train
rec_0000440,farmer_1552327,Migori,,1.366,wheat,,730.6,0.669,True,0.638,36008.0,152078.0,2.961,45,75078.0,False,False,False,0.626,False,33281.0,9,24.88,0.263,0.339,False,train
rec_0000441,farmer_0303173,Wajir,,3.585,maize,,666.3,0.36,False,0.452,129254.0,321374.0,2.857,56,41302.0,False,False,False,0.235,False,124529.0,18,17.14,0.801,0.423,False,train
rec_0000442,farmer_1573060,Nyandarua,,3.253,beans,,1016.8,0.622,False,0.479,109959.0,323575.0,1.587,36,41522.0,True,True,True,0.815,False,98148.0,12,9.87,0.365,0.295,False,train
rec_0000443,farmer_1213363,Meru,,4.033,horticulture,tea,1054.7,0.675,False,0.62,127179.0,5425086.0,17.436,79,4646.0,False,False,False,0.678,False,1959243.0,12,15.63,0.49,0.001,False,train
rec_0000444,farmer_1915845,Machakos,,3.952,sorghum,,715.3,0.731,False,0.5,143597.0,303279.0,2.318,111,75050.0,False,False,False,0.503,False,163387.0,12,18.91,0.323,0.224,False,test
rec_0000445,farmer_1735069,Kisumu,,0.497,horticulture,dairy-fodder,1063.6,0.596,False,0.673,21799.0,608927.0,18.293,24,163295.0,False,False,False,0.551,False,245691.0,12,8.0,0.467,0.34,False,train
rec_0000446,farmer_0864794,Kajiado,,0.35,beans,coffee,1499.5,0.534,False,0.371,2573.0,35393.0,1.665,61,148039.0,False,False,False,0.53,False,34107.0,9,25.61,0.736,0.6,False,train
rec_0000447,farmer_0380056,Siaya,,1.015,sugarcane,,830.7,0.473,False,0.477,57377.0,240164.0,66.26,45,221037.0,True,False,False,0.758,False,150862.0,12,16.97,0.689,0.649,False,train
rec_0000448,farmer_0203579,Embu,,1.874,horticulture,,608.1,0.626,False,0.394,59860.0,1678884.0,12.579,58,34323.0,False,False,True,0.793,False,568516.0,12,15.21,0.567,0.083,False,train
rec_0000449,farmer_0257366,Nyeri,,1.715,beans,,1550.9,0.829,False,0.599,26068.0,179065.0,1.8,6,133104.0,True,False,False,0.562,False,92815.0,3,16.39,0.26,0.389,False,train
rec_0000450,farmer_1855422,Meru,,1.696,sorghum,maize,1021.7,0.623,False,0.475,46249.0,99613.0,1.806,27,199397.0,False,False,False,0.719,False,93695.0,9,18.07,0.49,0.309,False,train
rec_0000451,farmer_0707936,Lamu,,2.122,maize,,1290.5,0.747,True,0.672,55738.0,208631.0,3.113,52,116513.0,False,False,False,0.536,False,117845.0,18,18.11,0.314,0.303,False,train
rec_0000452,farmer_0785056,Tana River,,2.317,tea,maize,1308.0,0.738,False,0.431,76500.0,568218.0,3.0,35,16069.0,False,True,False,0.665,False,182233.0,18,14.99,0.129,0.159,False,train
rec_0000453,farmer_1061914,Nyeri,,5.204,maize,,1369.1,0.776,False,0.742,188112.0,658506.0,3.82,40,0,False,False,False,0.686,False,250221.0,24,21.17,0.26,0.18,False,train
rec_0000454,farmer_0181581,Marsabit,,0.913,potato,,1185.3,0.858,False,0.658,30110.0,440838.0,21.742,19,177769.0,False,True,False,0.747,False,191245.0,3,23.31,0.018,0.173,False,train
rec_0000455,farmer_1051122,Kilifi,,4.596,wheat,sugarcane,1033.4,0.519,False,0.614,154122.0,591488.0,3.072,42,98224.0,False,False,False,0.393,False,174161.0,3,26.23,0.634,0.209,False,train
rec_0000456,farmer_0906839,Murang'a,,0.762,maize,,491.1,0.4,False,0.608,40380.0,63855.0,2.21,58,124001.0,True,False,False,0.437,False,57669.0,9,25.59,0.827,0.795,True,train
rec_0000457,farmer_1478875,Nairobi,,0.675,maize,,1124.4,0.647,False,0.727,11265.0,86456.0,3.508,82,0,False,False,True,0.372,True,81093.0,9,20.23,0.247,0.46,False,train
rec_0000458,farmer_0588262,Bomet,,0.634,millet,maize,1288.3,0.745,True,0.764,23270.0,38072.0,1.969,62,144839.0,False,False,False,0.557,False,27099.0,24,23.67,0.28,0.56,False,train
rec_0000459,farmer_1628892,Kirinyaga,,4.696,maize,maize,858.7,0.776,False,0.605,152463.0,657772.0,3.616,56,102443.0,False,True,False,0.663,False,226305.0,6,13.27,0.163,0.075,False,train
rec_0000460,farmer_0759537,Kisumu,,1.018,dairy-fodder,,894.6,0.514,False,0.514,32180.0,411333.0,16.514,37,159282.0,False,True,False,0.67,False,122242.0,6,17.63,0.467,0.263,False,train
rec_0000461,farmer_0919191,Kilifi,,9.201,wheat,,864.3,0.547,False,0.566,350471.0,1041883.0,2.68,70,150191.0,False,False,False,0.731,False,379040.0,3,18.26,0.634,0.102,False,train
rec_0000462,farmer_0470391,Kisii,,2.495,millet,,683.4,0.512,False,0.456,69795.0,114249.0,1.485,17,147182.0,False,False,False,0.519,False,30140.0,18,28.0,0.307,0.407,False,train
rec_0000463,farmer_1622272,Meru,,2.639,sugarcane,maize,1001.8,0.682,False,0.425,111473.0,846344.0,75.109,48,121965.0,False,False,False,0.428,False,304040.0,18,15.97,0.49,0.222,False,train
rec_0000464,farmer_0106538,Tharaka-Nithi,,1.518,horticulture,dairy-fodder,632.1,0.761,False,0.817,37779.0,1720650.0,15.469,49,187829.0,False,False,False,0.608,False,554311.0,18,15.95,0.193,0.089,False,train
